Marital_status,Application_mode,Application_order,Course,Daytime_evening_attendance,Previous_qualification,Previous_qualification_grade,Nacionality,Mothers_qualification,Fathers_qualification,Mothers_occupation,Fathers_occupation,Admission_grade,Displaced,Educational_special_needs,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,Age_at_enrollment,International,Unemployment_rate,Inflation_rate,GDP,total_units_credited,total_units_enrolled,total_units_evaluations,total_units_approved,total_units_grade,total_units_without_evaluations,Status
Married,39,1,Other,1,Secondary Education,120.0,Europe,Basic Education,Basic Education,Manual Labor,Manual Labor,125.7,0,0,1,0,Female,No,43,No,8.9,1.4,3.51,0,12,23,8,11.375,0,Dropout
Single,43,1,Health and Social Sciences,1,Secondary Education,140.0,Europe,Basic Education,Basic Education,Manual Labor,Manual Labor,128.0,1,0,0,0,Female,No,32,No,10.8,1.4,1.74,0,15,15,0,0.0,14,Dropout
Single,17,1,Health and Social Sciences,1,Secondary Education,123.0,Europe,Secondary Education,Secondary Education,Manual Labor,Manual Labor,113.2,0,0,0,1,Female,Yes,20,No,15.5,2.8,-4.06,0,12,24,9,11.125,0,Enrolled
Divorced,39,1,Health and Social Sciences,1,Basic Education,133.1,Europe,Basic Education,Secondary Education,Manual Labor,Service,120.0,0,0,0,1,Female,Yes,35,No,9.4,-0.8,-3.12,0,16,18,16,13.63,2,Graduate
Single,1,1,Other,1,Secondary Education,130.0,Europe,Basic Education,Basic Education,Student,Student,117.8,1,0,0,1,Female,No,21,No,7.6,2.6,0.32,0,10,15,7,12.25,1,Graduate
Single,1,4,Health and Social Sciences,1,Secondary Education,126.0,Europe,Secondary Education,Secondary Education,Manual Labor,Manual Labor,121.3,1,0,0,1,Female,Yes,18,No,12.4,0.5,1.79,0,14,16,13,12.88095238095238,0,Enrolled
Single,1,1,Health and Social Sciences,1,Secondary Education,176.0,Europe,Higher Education,Basic Education,Technical and Administrative,Manual Labor,169.7,0,0,0,1,Female,Yes,18,No,16.2,0.3,-0.92,0,15,16,15,16.63888888888889,0,Graduate
Single,17,4,Health and Social Sciences,1,Secondary Education,124.0,Europe,Secondary Education,Secondary Education,Service Workers,Manual Labor,117.7,1,0,0,1,Female,No,18,No,16.2,0.3,-0.92,0,12,21,9,12.0,0,Graduate
Single,44,1,Health and Social Sciences,0,Other,120.0,Europe,Secondary Education,Basic Education,Manual Labor,Manual Labor,121.8,1,0,0,1,Female,No,22,No,12.4,0.5,1.79,5,12,13,12,12.892857142857142,0,Graduate
Single,1,2,Health and Social Sciences,1,Secondary Education,140.0,Europe,Secondary Education,Secondary Education,Technical and Administrative,Service,128.3,1,0,0,1,Female,No,19,No,10.8,1.4,1.74,0,16,16,14,12.764285714285714,0,Graduate
Single,18,2,Business and Management,1,Secondary Education,143.0,Europe,Secondary Education,Basic Education,Manual Labor,Manual Labor,132.2,1,0,0,1,Female,Yes,18,No,13.9,-0.3,0.79,0,10,14,10,12.958333333333332,0,Graduate
Single,1,2,Engineering and Technology,1,Secondary Education,136.0,Europe,Specialized Courses,Secondary Education,Technical and Administrative,Service,134.3,1,0,1,1,Female,No,19,No,12.4,0.5,1.79,0,0,0,0,0.0,0,Dropout
Single,1,1,Health and Social Sciences,1,Secondary Education,132.0,Europe,Secondary Education,Secondary Education,Manual Labor,Service,123.4,0,0,0,1,Female,Yes,18,No,11.1,0.6,2.02,0,15,16,15,15.143809523809521,0,Graduate
Married,39,1,Business and Management,0,Basic Education,133.1,Europe,Secondary Education,Specialized Courses,Service Workers,Professional,121.7,0,0,1,0,Female,No,31,No,16.2,0.3,-0.92,0,10,14,0,0.0,0,Dropout
Married,39,1,Health and Social Sciences,0,Basic Education,100.0,Europe,Secondary Education,Secondary Education,Professional,Service,130.0,0,0,1,1,Female,Yes,33,No,9.4,-0.8,-3.12,0,12,16,11,13.166666666666668,0,Graduate
Single,1,3,Health and Social Sciences,1,Secondary Education,137.0,Europe,Secondary Education,Basic Education,Manual Labor,Manual Labor,126.5,1,0,0,1,Female,Yes,19,No,9.4,-0.8,-3.12,0,16,16,16,13.57625,0,Graduate
Single,17,1,Health and Social Sciences,1,Secondary Education,153.0,Europe,Basic Education,Basic Education,Manual Labor,Manual Labor,159.7,1,0,0,1,Female,Yes,18,No,12.7,3.7,-1.7,0,12,13,12,15.488095238095237,0,Graduate
Single,1,1,Business and Management,1,Secondary Education,160.0,Europe,Secondary Education,Secondary Education,Technical and Administrative,Professional,151.3,0,0,0,1,Female,No,23,No,7.6,2.6,0.32,0,10,16,8,11.133333333333333,0,Graduate
Single,17,1,Health and Social Sciences,1,Secondary Education,145.0,Europe,Basic Education,Basic Education,Service Workers,Manual Labor,138.0,1,0,0,1,Female,No,20,No,9.4,-0.8,-3.12,0,12,17,11,11.6,0,Graduate
Single,1,5,Health and Social Sciences,1,Secondary Education,137.0,Europe,Basic Education,Basic Education,Technical and Administrative,Manual Labor,126.5,1,0,0,1,Female,No,18,No,9.4,-0.8,-3.12,0,16,16,16,13.76375,0,Graduate
Single,53,1,Health and Social Sciences,1,Higher Education,140.0,Europe,Secondary Education,Secondary Education,Technical and Administrative,Professional,140.0,1,0,1,1,Female,No,21,No,8.9,1.4,3.51,11,18,24,13,12.725,0,Enrolled
Single,1,1,Health and Social Sciences,1,Secondary Education,120.0,Europe,Secondary Education,Basic Education,Service Workers,Manual Labor,112.3,0,0,0,1,Female,Yes,22,No,12.7,3.7,-1.7,0,12,20,10,11.457142857142856,0,Graduate
Single,1,1,Health and Social Sciences,1,Secondary Education,122.0,Europe,Secondary Education,Secondary Education,Technical and Administrative,Service,127.3,1,0,1,1,Female,No,20,No,9.4,-0.8,-3.12,0,12,13,12,11.916666666666666,0,Graduate
Single,7,1,Health and Social Sciences,1,Higher Education,130.0,Europe,Secondary Education,Basic Education,Technical and Administrative,Service,130.0,1,0,0,1,Female,No,23,No,7.6,2.6,0.32,2,14,16,12,14.357142857142858,0,Graduate
Single,17,2,Other,1,Secondary Education,133.1,Europe,Higher Education,Secondary Education,Technical and Administrative,Service,115.0,1,0,0,1,Female,No,19,No,16.2,0.3,-0.92,0,12,12,12,12.75,0,Graduate
Single,17,6,Health and Social Sciences,1,Secondary Education,150.0,Europe,Secondary Education,Basic Education,Professional,Professional,131.5,1,0,0,1,Female,No,19,No,10.8,1.4,1.74,0,16,16,14,13.925714285714283,0,Graduate
Single,39,1,Business and Management,0,Secondary Education,133.1,Europe,Secondary Education,Basic Education,Manual Labor,Service,125.7,0,0,0,1,Female,No,26,No,10.8,1.4,1.74,0,10,18,5,11.5,0,Dropout
Single,1,6,Health and Social Sciences,1,Secondary Education,141.0,Europe,Secondary Education,Basic Education,Technical and Administrative,Professional,126.8,1,0,0,1,Female,No,18,No,16.2,0.3,-0.92,0,15,16,15,13.593650793650792,0,Graduate
Single,18,1,Engineering and Technology,1,Secondary Education,146.0,Europe,Secondary Education,Basic Education,Manual Labor,Manual Labor,132.4,1,0,0,1,Male,No,18,No,9.4,-0.8,-3.12,0,10,10,1,8.0,0,Dropout
Single,44,1,Other,1,Other,150.0,Europe,Basic Education,Basic Education,Manual Labor,Manual Labor,150.0,1,0,0,1,Male,No,20,No,16.2,0.3,-0.92,0,12,18,12,13.1625,0,Graduate
Single,1,1,Other,1,Secondary Education,133.1,Europe,Higher Education,Secondary Education,Technical and Administrative,Service,95.0,0,0,0,1,Male,No,19,No,15.5,2.8,-4.06,0,12,13,0,0.0,0,Dropout
Single,43,1,Business and Management,0,Secondary Education,120.0,Europe,Basic Education,Basic Education,Manual Labor,Manual Labor,128.2,0,0,0,0,Male,No,32,No,10.8,1.4,1.74,9,13,13,9,11.2,0,Dropout
Married,39,1,Other,1,Secondary Education,150.0,Europe,Secondary Education,Secondary Education,Technical and Administrative,Service,130.0,0,0,0,0,Male,No,31,No,9.4,-0.8,-3.12,0,9,21,5,11.333333333333332,2,Dropout
Single,39,1,Engineering and Technology,1,Basic Education,133.1,Europe,Secondary Education,Secondary Education,Technical and Administrative,Service,100.0,0,0,0,1,Male,No,25,No,13.9,-0.3,0.79,0,10,24,2,10.5,0,Enrolled
Single,42,1,Health and Social Sciences,1,Other,140.0,Europe,Secondary Education,Higher Education,Manual Labor,Professional,159.9,1,0,0,1,Female,No,21,No,16.2,0.3,-0.92,4,12,24,10,13.333333333333332,0,Graduate
Married,43,1,Business and Management,0,Secondary Education,140.0,Europe,Basic Education,Basic Education,Technical and Administrative,Manual Labor,100.0,0,0,0,0,Female,No,31,No,12.7,3.7,-1.7,2,11,16,5,10.875,0,Dropout
Married,39,1,Other,1,Secondary Education,133.1,Europe,Basic Education,Basic Education,Service Workers,Service,116.5,0,0,0,1,Female,No,34,No,16.2,0.3,-0.92,0,14,18,2,11.5,0,Dropout
Single,1,1,Health and Social Sciences,1,Secondary Education,128.0,Europe,Secondary Education,Secondary Education,Manual Labor,Manual Labor,120.0,0,0,0,1,Female,Yes,18,No,11.1,0.6,2.02,0,12,17,12,13.166666666666668,0,Graduate
Single,1,3,Health and Social Sciences,1,Secondary Education,117.0,Europe,Secondary Education,Secondary Education,Manual Labor,Manual Labor,117.0,1,0,1,1,Female,No,19,No,12.4,0.5,1.79,0,12,0,0,0.0,0,Dropout
Single,53,1,Other,1,Higher Education,140.0,Europe,Secondary Education,Basic Education,Technical and Administrative,Manual Labor,140.0,1,0,1,1,Female,No,21,No,8.9,1.4,3.51,0,12,23,2,11.5,0,Enrolled
Single,1,2,Other,1,Secondary Education,124.0,Europe,Basic Education,Basic Education,Service Workers,Professional,118.1,1,0,0,0,Female,No,18,No,9.4,-0.8,-3.12,0,12,21,8,12.4,0,Dropout
Single,1,1,Health and Social Sciences,1,Secondary Education,158.0,Europe,Secondary Education,Specialized Courses,Technical and Administrative,Manual Labor,153.5,1,0,0,1,Female,No,20,No,11.1,0.6,2.02,0,12,13,12,15.416666666666668,0,Graduate
Single,43,1,Other,1,Secondary Education,137.0,Europe,Basic Education,Basic Education,Manual Labor,Service,127.9,1,0,0,1,Female,No,20,No,15.5,2.8,-4.06,0,12,13,12,12.345238095238095,0,Graduate
Single,17,3,Other,1,Secondary Education,123.0,Europe,Basic Education,Basic Education,Manual Labor,Manual Labor,118.8,1,1,0,1,Female,Yes,18,No,11.1,0.6,2.02,0,12,21,10,12.166666666666668,0,Graduate
Single,1,1,Health and Social Sciences,1,Secondary Education,126.0,Europe,Basic Education,Basic Education,Manual Labor,Manual Labor,126.7,1,0,0,1,Female,No,19,No,7.6,2.6,0.32,0,12,18,10,12.041666666666668,0,Graduate
Single,43,1,Health and Social Sciences,1,Secondary Education,170.0,Europe,Secondary Education,Secondary Education,Service Workers,Professional,170.0,1,0,0,1,Female,No,19,No,12.7,3.7,-1.7,0,10,12,4,7.375,6,Enrolled
Divorced,39,1,Other,1,Secondary Education,133.1,Europe,Higher Education,Secondary Education,Service Workers,Service,110.0,1,0,0,1,Female,Yes,30,No,11.1,0.6,2.02,0,12,23,1,5.0,0,Dropout
Single,17,1,Health and Social Sciences,1,Secondary Education,115.0,Europe,Secondary Education,Basic Education,Service Workers,Service,115.0,1,0,0,1,Female,No,19,No,11.1,0.6,2.02,0,12,13,12,12.428571428571429,0,Graduate
Single,1,3,Health and Social Sciences,1,Secondary Education,132.0,Europe,Basic Education,Basic Education,Manual Labor,Manual Labor,119.0,1,0,0,1,Female,No,19,No,12.7,3.7,-1.7,0,15,17,15,12.738888888888887,0,Graduate
Single,1,4,Health and Social Sciences,1,Secondary Education,132.0,Europe,Secondary Education,Basic Education,Technical and Administrative,Manual Labor,121.8,1,0,0,1,Female,Yes,19,No,12.7,3.7,-1.7,0,16,16,14,13.6,0,Graduate
Single,1,1,Health and Social Sciences,1,Secondary Education,143.0,Europe,Secondary Education,Basic Education,Manual Labor,Manual Labor,133.4,1,0,0,1,Female,No,19,No,12.4,0.5,1.79,0,12,15,12,15.9375,0,Graduate
Single,1,3,Health and Social Sciences,1,Secondary Education,137.0,Europe,Secondary Education,Secondary Education,Technical and Administrative,Professional,131.4,1,0,0,1,Female,No,20,No,7.6,2.6,0.32,0,12,16,11,11.65,0,Graduate
Single,42,1,Engineering and Technology,1,Secondary Education,130.0,Europe,Secondary Education,Basic Education,Manual Labor,Professional,135.0,0,0,1,1,Male,No,25,No,13.9,-0.3,0.79,2,11,12,2,7.0,0,Dropout
Single,1,2,Other,1,Secondary Education,121.0,Europe,Secondary Education,Secondary Education,Manual Labor,Manual Labor,122.8,0,0,0,1,Male,No,19,No,12.4,0.5,1.79,0,12,0,0,0.0,0,Dropout
Married,39,1,Other,1,Secondary Education,130.0,Europe,Basic Education,Secondary Education,Manual Labor,Professional,140.0,0,0,1,1,Female,Yes,34,No,9.4,-0.8,-3.12,0,12,17,12,16.17142857142857,0,Graduate
Single,18,2,Health and Social Sciences,1,Secondary Education,135.0,Europe,Basic Education,Basic Education,Manual Labor,Service,125.3,1,0,0,1,Female,Yes,18,No,12.7,3.7,-1.7,0,16,16,14,11.785714285714286,0,Graduate
Single,1,6,Health and Social Sciences,1,Secondary Education,137.0,Europe,Secondary Education,Secondary Education,Technical and Administrative,Service,126.3,1,0,0,1,Female,Yes,18,No,9.4,-0.8,-3.12,0,16,16,16,13.42375,0,Graduate
Single,1,1,Other,1,Secondary Education,100.0,Europe,Basic Education,Basic Education,Manual Labor,Service,100.0,0,0,0,1,Female,No,20,No,11.1,0.6,2.02,0,12,18,11,13.333333333333332,0,Graduate
Single,17,2,Health and Social Sciences,1,Secondary Education,127.0,Europe,Secondary Education,Basic Education,Manual Labor,Manual Labor,121.3,1,0,0,1,Female,Yes,20,No,10.8,1.4,1.74,0,16,16,14,12.464285714285714,0,Graduate
Single,53,1,Business and Management,0,Secondary Education,140.0,Europe,Basic Education,Basic Education,Service Workers,Manual Labor,135.0,0,0,1,1,Female,No,23,No,8.9,1.4,3.51,9,20,33,13,12.4875,0,Enrolled
Single,39,1,Other,1,Secondary Education,140.0,Europe,Basic Education,Basic Education,Manual Labor,Manual Labor,120.0,0,0,0,1,Female,No,28,No,10.8,1.4,1.74,0,12,17,1,5.0,0,Dropout
Single,17,1,Other,1,Secondary Education,121.0,Europe,Basic Education,Secondary Education,Manual Labor,Service,113.7,0,0,0,1,Female,No,18,No,15.5,2.8,-4.06,0,12,18,11,12.514285714285714,0,Enrolled
Single,43,1,Business and Management,1,Secondary Education,131.0,Europe,Secondary Education,Basic Education,Manual Labor,Manual Labor,129.7,1,0,0,1,Female,No,19,No,16.2,0.3,-0.92,0,10,11,9,12.5,0,Graduate
Married,1,1,Business and Management,1,Secondary Education,151.0,Europe,Basic Education,Basic Education,Manual Labor,Manual Labor,132.1,1,0,0,1,Female,No,34,No,7.6,2.6,0.32,0,10,13,6,11.0,0,Dropout
Married,51,1,Other,1,Secondary Education,130.0,Europe,Basic Education,Basic Education,Manual Labor,Manual Labor,120.3,0,0,0,1,Female,No,35,No,8.9,1.4,3.51,0,13,7,0,0.0,0,Dropout
Single,7,1,Business and Management,0,Higher Education,120.0,Europe,Basic Education,Basic Education,Manual Labor,Manual Labor,120.0,0,0,0,1,Female,No,32,No,12.4,0.5,1.79,0,10,15,10,11.966666666666667,0,Graduate
Single,17,2,Health and Social Sciences,1,Secondary Education,136.0,Europe,Secondary Education,Secondary Education,Technical and Administrative,Manual Labor,123.1,1,0,0,1,Female,No,19,No,11.1,0.6,2.02,0,12,14,12,12.833333333333332,0,Graduate
Single,17,5,Other,1,Secondary Education,125.0,Europe,Secondary Education,Secondary Education,Manual Labor,Manual Labor,119.4,1,0,0,1,Female,No,18,No,11.1,0.6,2.02,0,12,17,9,13.133333333333333,0,Graduate
Married,39,1,Business and Management,1,Secondary Education,133.1,Europe,Basic Education,Basic Education,Manual Labor,Manual Labor,140.0,0,0,0,0,Female,No,35,No,9.4,-0.8,-3.12,0,10,16,9,12.15,1,Dropout
Single,39,1,Health and Social Sciences,0,Secondary Education,133.1,Europe,Secondary Education,Other,Technical and Administrative,Service,116.5,0,0,0,1,Male,Yes,24,No,12.4,0.5,1.79,0,12,16,8,11.875,0,Enrolled
Single,17,1,Health and Social Sciences,1,Secondary Education,120.0,Europe,Secondary Education,Basic Education,Manual Labor,Manual Labor,113.0,1,0,0,1,Female,Yes,20,No,13.9,-0.3,0.79,0,12,15,12,12.169642857142858,0,Graduate
Single,1,3,Other,1,Secondary Education,143.0,Europe,Secondary Education,Secondary Education,Technical and Administrative,Manual Labor,133.9,1,0,0,1,Male,Yes,18,Yes,16.2,0.3,-0.92,0,12,14,12,13.25,0,Graduate
Single,1,3,Health and Social Sciences,1,Secondary Education,133.1,Europe,Basic Education,Secondary Education,Manual Labor,Manual Labor,115.5,1,0,0,1,Male,Yes,20,No,10.8,1.4,1.74,0,16,16,14,13.024285714285714,0,Graduate
Single,17,5,Health and Social Sciences,1,Secondary Education,121.0,Europe,Secondary Education,Secondary Education,Technical and Administrative,Manual Labor,116.5,1,0,0,0,Male,No,18,No,9.4,-0.8,-3.12,0,12,12,0,0.0,0,Dropout
Single,1,1,Engineering and Technology,1,Secondary Education,168.0,Europe,Secondary Education,Secondary Education,Technical and Administrative,Service,171.2,0,0,0,1,Male,Yes,18,No,12.4,0.5,1.79,0,10,14,10,17.952380952380953,0,Graduate
Single,1,1,Other,1,Secondary Education,124.0,Europe,Secondary Education,Basic Education,Service Workers,Manual Labor,119.1,0,0,0,1,Male,Yes,20,No,9.4,-0.8,-3.12,0,10,14,8,11.25,0,Graduate
Single,17,2,Other,1,Secondary Education,127.0,Europe,Secondary Education,Basic Education,Technical and Administrative,Professional,121.1,1,0,0,1,Male,No,19,No,12.4,0.5,1.79,0,14,19,12,13.083333333333332,0,Dropout
Single,1,2,Engineering and Technology,1,Secondary Education,129.0,Europe,Secondary Education,Secondary Education,Technical and Administrative,Manual Labor,132.9,1,0,0,1,Male,Yes,20,No,7.6,2.6,0.32,0,12,15,11,12.5875,0,Enrolled
Single,1,1,Health and Social Sciences,1,Secondary Education,137.0,Europe,Secondary Education,Secondary Education,Manual Labor,Manual Labor,132.8,0,0,0,1,Male,No,19,No,10.8,1.4,1.74,0,12,14,12,12.333333333333334,0,Graduate
Single,1,1,Other,1,Secondary Education,120.0,Europe,Other,Basic Education,Student,Student,126.7,1,0,0,1,Male,No,20,No,7.6,2.6,0.32,0,12,20,9,12.05,0,Graduate
Single,1,1,Health and Social Sciences,1,Secondary Education,110.0,Europe,Secondary Education,Secondary Education,Manual Labor,Manual Labor,105.8,1,0,0,1,Male,No,22,No,11.1,0.6,2.02,0,15,17,13,14.052380952380954,0,Graduate
Single,17,2,Engineering and Technology,1,Secondary Education,120.0,Europe,Secondary Education,Secondary Education,Manual Labor,Manual Labor,117.2,0,0,0,1,Male,Yes,18,No,11.1,0.6,2.02,0,11,18,10,13.5625,0,Enrolled
Single,1,1,Health and Social Sciences,1,Secondary Education,143.0,Europe,Basic Education,Basic Education,Manual Labor,Manual Labor,140.0,0,0,0,1,Male,No,19,No,12.7,3.7,-1.7,0,16,16,14,14.285714285714286,0,Graduate
Single,44,1,Other,1,Other,120.0,Europe,Secondary Education,Secondary Education,Manual Labor,Manual Labor,120.0,0,0,0,1,Male,No,22,No,13.9,-0.3,0.79,2,12,27,5,10.875,0,Dropout
Single,17,5,Engineering and Technology,1,Secondary Education,124.0,Europe,Higher Education,Other,Professional,Manual Labor,119.5,1,0,0,1,Male,No,20,Yes,8.9,1.4,3.51,0,10,10,10,16.200000000000003,0,Graduate
Married,39,1,Other,1,Secondary Education,168.0,Europe,Secondary Education,Higher Education,Manual Labor,Professional,153.9,0,0,1,0,Male,No,34,No,12.4,0.5,1.79,0,12,7,0,0.0,0,Dropout
Married,39,1,Health and Social Sciences,0,Basic Education,133.1,Europe,Secondary Education,Secondary Education,Technical and Administrative,Service,130.0,0,0,0,1,Male,No,24,No,16.2,0.3,-0.92,0,11,19,1,5.0,0,Dropout
Single,39,2,Other,1,Secondary Education,150.0,Europe,Other,Other,Student,Student,107.0,1,0,0,1,Male,No,26,No,7.6,2.6,0.32,0,10,10,0,0.0,0,Dropout
Single,39,1,Health and Social Sciences,1,Secondary Education,140.0,Europe,Basic Education,Basic Education,Manual Labor,Manual Labor,132.8,0,0,0,1,Male,No,35,No,12.4,0.5,1.79,0,14,19,9,12.49,0,Dropout
Single,1,1,Business and Management,0,Secondary Education,145.0,Europe,Higher Education,Basic Education,Technical and Administrative,Manual Labor,127.5,1,0,0,1,Male,No,22,No,7.6,2.6,0.32,0,10,16,10,12.114285714285714,1,Graduate
Single,18,1,Health and Social Sciences,1,Secondary Education,118.0,Europe,Basic Education,Basic Education,Service Workers,Service,123.3,1,0,0,1,Male,No,26,No,9.4,-0.8,-3.12,0,12,21,7,11.0,0,Enrolled
Single,17,1,Business and Management,1,Secondary Education,123.0,Europe,Secondary Education,Secondary Education,Technical and Administrative,Service,122.0,0,0,0,1,Male,No,19,No,8.9,1.4,3.51,0,10,12,3,6.166666666666667,0,Dropout
